timestamp,distance_cm,calibrated_distance_cm,flux,temperature_c
14.686,275.71,278.71,1698,28.9
14.696,275.87,278.87,2017,28.9
14.706,277.02,280.02,1853,28.9
14.716,276.6,279.6,1826,28.9
14.726,274.51,277.51,1553,28.9
14.736,273.86,276.86,1773,28.9
14.746,272.29,275.29,1852,28.9
14.756,273.56,276.56,1668,28.9
14.766,272.77,275.77,1920,28.9
14.776,271.84,274.84,1633,28.9
14.786,270.26,273.26,2008,28.9
14.796,268.67,271.67,1848,28.9
14.806,269.25,272.25,1810,28.9
14.816,266.78,269.78,1713,28.9
14.826,267.56,270.56,1748,28.9
14.836,266.77,269.77,1839,28.9
14.846,266.1,269.1,1873,28.9
14.856,263.57,266.57,1910,28.9
14.866,263.05,266.05,1892,28.9
14.876,262.12,265.12,1786,28.9
14.886,262.29,265.29,1888,28.9
14.896,260.89,263.89,1665,28.9
14.906,261.36,264.36,2041,28.9
14.916,259.96,262.96,1754,28.9
14.926,259.21,262.21,1868,28.9
14.936,259.18,262.18,1805,28.9
14.946,257.23,260.23,1900,28.9
14.956,259.04,262.04,1606,28.9
14.966,256.04,259.04,2035,28.9
14.976,255.53,258.53,1728,28.9
14.986,256.07,259.07,2018,28.9
14.996,253.71,256.71,1905,28.9
15.006,253.19,256.19,1444,28.9
15.016,252.61,255.61,1837,28.9
15.026,253.72,256.72,1548,28.9
15.036,253.82,256.82,1724,28.9
15.046,251.67,254.67,1844,28.9
15.056,250.53,253.53,1822,28.9
15.066,251.03,254.03,1369,28.9
15.076,250.36,253.36,1629,28.9
15.086,248.08,251.08,2143,28.9
15.096,248.35,251.35,1917,28.9
15.106,248.54,251.54,1586,28.9
15.116,248.45,251.45,1800,28.9
15.126,248.87,251.87,1839,28.9
15.136,245.76,248.76,1918,28.9
15.146,245.55,248.55,1631,28.9
15.156,244.88,247.88,1865,28.9
15.166,243.76,246.76,1704,28.9
15.176,244.97,247.97,1698,28.9
15.186,243.05,246.05,2002,28.9
15.196,241.62,244.62,1786,28.9
15.206,242.43,245.43,1715,29.0
15.216,241.45,244.45,1730,29.0
15.226,241.56,244.56,1786,29.0
15.236,239.59,242.59,1900,29.0
15.246,239.36,242.36,1767,29.0
15.256,238.63,241.63,1521,29.0
15.266,237.29,240.29,1810,29.0
15.276,236.53,239.53,1948,29.0
15.286,237.7,240.7,1876,29.0
15.296,236.94,239.94,1868,29.0
15.306,235.45,238.45,1968,29.0
15.316,236.42,239.42,1686,29.0
15.326,234.55,237.55,1805,29.0
15.336,234.24,237.24,1650,29.0
15.346,234.61,237.61,1587,29.0
15.356,233.28,236.28,1653,29.0
15.366,233.95,236.95,1692,29.0
15.376,233.07,236.07,1848,29.0
15.386,232.13,235.13,1648,29.0
15.396,232.46,235.46,1619,29.0
15.406,231.28,234.28,1954,29.0
15.416,230.15,233.15,1943,29.0
15.426,231.06,234.06,1775,29.0
15.436,229.18,232.18,1590,29.0
15.446,229.81,232.81,1530,29.0
15.456,227.7,230.7,1763,29.0
15.466,229.38,232.38,1921,29.0
15.476,228.34,231.34,1866,29.0
15.486,227.32,230.32,1693,29.0
15.496,226.99,229.99,1613,29.0
15.506,227.06,230.06,1742,29.0
15.516,225.33,228.33,1838,29.0
15.526,225.29,228.29,1878,29.0
15.536,225.32,228.32,1609,29.0
15.546,224.24,227.24,1739,29.0
15.556,226.11,229.11,1852,29.0
15.566,223.18,226.18,1726,29.0
15.576,222.47,225.47,2152,29.0
15.586,223.51,226.51,1696,29.0
15.596,222.21,225.21,1919,29.0
15.607,222.11,225.11,2115,29.0
15.617,222.25,225.25,1921,29.0
15.627,220.09,223.09,1865,29.0
15.637,220.9,223.9,1904,29.0
15.647,220.81,223.81,1829,29.0
15.657,218.64,221.64,1921,29.0
15.667,220.03,223.03,1926,29.0
15.677,220.63,223.63,2036,29.0
15.687,218.97,221.97,1755,29.0
15.697,218.45,221.45,1836,29.0
15.707,218.2,221.2,1695,29.0
15.717,216.71,219.71,1557,29.0
15.727,217.16,220.16,1730,29.0
15.737,216.98,219.98,1600,29.0
15.747,216.07,219.07,1600,29.0
15.757,217.43,220.43,1868,29.0
15.767,215.77,218.77,1562,29.0
15.777,213.6,216.6,1844,29.0
15.787,214.66,217.66,1918,29.0
15.797,214.09,217.09,1960,29.0
15.807,213.9,216.9,1831,29.0
15.817,214.39,217.39,1778,29.0
15.827,214.63,217.63,2021,29.0
15.837,212.12,215.12,1738,29.0
15.847,214.44,217.44,1848,29.0
15.857,211.65,214.65,1687,29.0
15.867,211.43,214.43,1888,29.0
15.877,211.14,214.14,1821,29.0
15.887,212.32,215.32,1829,29.0
15.897,210.76,213.76,1692,29.0
15.907,210.91,213.91,1702,29.0
15.917,211.6,214.6,1911,29.0
15.927,210.07,213.07,1515,29.0
15.937,209.51,212.51,2084,29.0
15.947,209.08,212.08,1803,29.0
15.957,209.21,212.21,1821,29.0
15.967,209.97,212.97,1936,29.0
15.977,207.4,210.4,1844,29.0
15.987,209.32,212.32,1784,29.0
15.997,209.91,212.91,1930,29.0
16.007,207.25,210.25,1558,29.0
16.017,207.26,210.26,1916,29.0
16.027,206.0,209.0,1899,29.0
16.037,207.53,210.53,1910,29.0
16.047,207.4,210.4,1825,29.0
16.057,205.6,208.6,2101,29.0
16.067,206.46,209.46,1971,29.0
16.077,205.39,208.39,1637,29.0
16.087,205.49,208.49,1726,29.0
16.097,204.53,207.53,1737,29.0
16.107,203.67,206.67,1943,29.0
16.117,204.58,207.58,1876,29.0
16.127,203.85,206.85,2013,29.0
16.137,204.42,207.42,1891,29.0
16.147,203.91,206.91,1741,29.0
16.157,204.47,207.47,1774,29.0
16.167,202.85,205.85,1523,29.0
16.177,202.57,205.57,1639,29.0
16.187,202.43,205.43,1836,29.0
16.197,203.79,206.79,1762,29.0
16.207,202.26,205.26,1718,29.0
16.217,202.87,205.87,1955,29.0
16.227,199.92,202.92,1608,29.0
16.237,201.04,204.04,1647,29.0
16.247,201.47,204.47,1869,29.0
16.257,201.84,204.84,1860,29.0
16.267,200.47,203.47,1509,29.0
16.277,200.15,203.15,1900,29.0
16.287,197.7,200.7,1889,29.0
16.297,199.95,202.95,1519,29.0
16.307,201.06,204.06,1908,29.0
16.317,198.96,201.96,1494,29.0
16.327,197.87,200.87,1992,29.0
16.337,198.44,201.44,1797,29.0
16.347,197.92,200.92,1800,29.0
16.357,197.86,200.86,1798,29.0
16.367,197.23,200.23,1752,29.0
16.377,197.43,200.43,1549,29.0
16.387,197.89,200.89,1938,29.0
16.397,196.38,199.38,1519,29.0
16.407,198.76,201.76,1780,29.0
16.417,197.39,200.39,1868,29.0
16.427,195.3,198.3,1958,29.0
16.437,195.7,198.7,1809,29.0
16.447,195.66,198.66,1678,29.0
16.457,195.18,198.18,1694,29.0
16.467,195.36,198.36,1929,29.0
16.477,195.24,198.24,1985,29.0
16.487,195.12,198.12,1684,29.0
16.497,194.94,197.94,1784,29.0
16.507,193.09,196.09,1794,29.0
16.517,195.68,198.68,1712,29.0
16.527,193.88,196.88,2028,29.0
16.537,194.68,197.68,1702,29.0
16.547,193.51,196.51,1858,29.0
16.557,193.26,196.26,1984,29.0
16.567,193.55,196.55,1834,29.0
16.577,193.18,196.18,1727,29.0
16.587,193.19,196.19,1888,29.0
16.597,193.3,196.3,1647,29.0
16.607,193.43,196.43,1823,29.0
16.617,191.34,194.34,2026,29.0
16.627,192.13,195.13,2003,29.0
16.637,191.57,194.57,2027,29.0
16.647,191.16,194.16,1766,29.0
16.657,192.5,195.5,1913,29.0
16.667,191.11,194.11,1997,29.0
16.677,191.36,194.36,1887,29.0
16.687,190.78,193.78,1984,29.0
16.697,190.91,193.91,1913,29.0
16.707,190.43,193.43,1907,29.0
16.717,192.02,195.02,1626,29.0
16.727,190.96,193.96,1969,29.0
16.737,190.09,193.09,1791,29.0
16.747,190.99,193.99,1669,29.0
16.757,190.07,193.07,1950,29.0
16.767,189.29,192.29,1844,29.0
16.777,189.72,192.72,1581,29.0
16.787,189.69,192.69,1820,29.0
16.797,189.73,192.73,1813,29.0
16.807,188.12,191.12,1792,29.1
16.817,189.49,192.49,2184,29.1
16.827,188.06,191.06,1780,29.1
16.837,188.02,191.02,1787,29.1
16.847,189.4,192.4,1750,29.1
16.857,188.68,191.68,1775,29.1
16.867,186.54,189.54,1671,29.1
16.877,187.92,190.92,1733,29.1
16.887,188.17,191.17,1672,29.1
16.897,186.84,189.84,1795,29.1
16.907,186.96,189.96,1692,29.1
16.917,188.11,191.11,1748,29.1
16.927,186.79,189.79,1710,29.1
16.937,187.97,190.97,1970,29.1
16.947,186.99,189.99,2094,29.1
16.957,186.77,189.77,1579,29.1
16.967,187.99,190.99,2125,29.1
16.977,186.94,189.94,1877,29.1
16.987,186.84,189.84,1755,29.1
16.997,186.85,189.85,1850,29.1
17.007,186.63,189.63,1822,29.1
17.017,185.92,188.92,1629,29.1
17.027,185.72,188.72,2054,29.1
17.037,185.08,188.08,1624,29.1
17.047,186.41,189.41,1850,29.1
17.057,185.91,188.91,2088,29.1
17.067,185.79,188.79,1741,29.1
17.077,185.54,188.54,1646,29.1
17.087,184.73,187.73,1611,29.1
17.097,184.61,187.61,1711,29.1
17.107,184.33,187.33,1828,29.1
17.117,186.11,189.11,1888,29.1
17.127,185.3,188.3,2076,29.1
17.137,184.93,187.93,1614,29.1
17.147,184.0,187.0,1667,29.1
17.157,186.55,189.55,1597,29.1
17.167,184.51,187.51,1803,29.1
17.177,182.96,185.96,1751,29.1
17.187,183.06,186.06,1823,29.1
17.197,182.3,185.3,1896,29.1
17.207,185.36,188.36,2049,29.1
17.217,183.87,186.87,1831,29.1
17.227,184.35,187.35,1729,29.1
17.237,182.97,185.97,1956,29.1
17.247,184.38,187.38,1543,29.1
17.257,182.56,185.56,1667,29.1
17.267,182.95,185.95,1749,29.1
17.277,182.07,185.07,1948,29.1
17.287,183.47,186.47,1714,29.1
17.297,183.8,186.8,1701,29.1
17.307,182.46,185.46,1633,29.1
17.317,181.44,184.44,1732,29.1
17.327,182.4,185.4,1749,29.1
17.337,182.48,185.48,1848,29.1
17.347,181.38,184.38,2039,29.1
17.357,182.69,185.69,1654,29.1
17.367,183.45,186.45,1734,29.1
17.377,183.83,186.83,1981,29.1
17.387,181.74,184.74,1562,29.1
17.397,181.25,184.25,2085,29.1
17.407,180.48,183.48,1951,29.1
17.417,180.96,183.96,1519,29.1
17.427,182.4,185.4,1849,29.1
17.437,181.41,184.41,1800,29.1
17.447,181.03,184.03,1688,29.1
17.457,182.87,185.87,1902,29.1
17.467,181.25,184.25,1709,29.1
17.477,181.3,184.3,1824,29.1
17.487,182.31,185.31,1729,29.1
17.497,180.44,183.44,2191,29.1
17.507,182.29,185.29,1741,29.1
17.517,181.18,184.18,1945,29.1
17.527,181.01,184.01,1778,29.1
17.537,181.54,184.54,1735,29.1
17.547,182.25,185.25,1793,29.1
17.557,180.86,183.86,1580,29.1
17.567,181.07,184.07,1892,29.1
17.577,179.98,182.98,1789,29.1
17.587,180.91,183.91,1930,29.1
17.597,181.41,184.41,1893,29.1
17.607,180.01,183.01,1842,29.1
17.617,181.85,184.85,1707,29.1
17.627,180.39,183.39,2146,29.1
17.637,180.08,183.08,1764,29.1
17.647,181.56,184.56,1794,29.1
17.657,180.28,183.28,1824,29.1
17.667,180.3,183.3,1644,29.1
17.677,179.56,182.56,1790,29.1
17.687,179.19,182.19,1619,29.1
17.697,179.12,182.12,1940,29.1
17.707,179.89,182.89,1882,29.1
17.717,180.77,183.77,2010,29.1
17.727,181.68,184.68,1873,29.1
17.737,179.62,182.62,1928,29.1
17.747,181.45,184.45,1436,29.1
17.757,178.41,181.41,1739,29.1
17.767,180.62,183.62,1705,29.1
17.777,180.22,183.22,1565,29.1
17.787,180.64,183.64,2065,29.1
17.797,181.06,184.06,1609,29.1
17.807,178.74,181.74,1867,29.1
17.817,179.96,182.96,1676,29.1
17.827,180.67,183.67,1814,29.1
17.837,180.76,183.76,1977,29.1
17.847,179.32,182.32,1730,29.1
17.857,180.1,183.1,1617,29.1
17.867,179.35,182.35,1850,29.1
17.877,179.71,182.71,1913,29.1
17.887,180.92,183.92,1981,29.1
17.897,180.42,183.42,1845,29.1
17.907,179.56,182.56,1654,29.1
17.917,180.13,183.13,1908,29.1
17.927,179.86,182.86,1630,29.1
17.937,179.62,182.62,1933,29.1
17.947,179.88,182.88,1960,29.1
17.957,180.83,183.83,1762,29.1
17.967,180.81,183.81,1629,29.1
17.977,181.33,184.33,1458,29.1
17.987,179.98,182.98,1831,29.1
17.997,181.18,184.18,1984,29.1
18.008,179.37,182.37,1918,29.1
18.018,179.31,182.31,1821,29.1
18.028,179.55,182.55,1908,29.1
18.038,179.62,182.62,1810,29.1
18.048,179.56,182.56,1702,29.1
18.058,179.68,182.68,2014,29.1
18.068,179.98,182.98,1861,29.1
18.078,179.41,182.41,1778,29.1
18.088,178.85,181.85,1627,29.1
18.098,179.44,182.44,1789,29.1
18.108,179.68,182.68,1733,29.1
18.118,179.21,182.21,1994,29.1
18.128,179.38,182.38,1796,29.1
18.138,180.24,183.24,1677,29.1
18.148,180.0,183.0,1877,29.1
18.158,179.35,182.35,1942,29.1
18.168,180.61,183.61,1690,29.1
18.178,180.47,183.47,1634,29.1
18.188,180.36,183.36,1787,29.1
18.198,180.89,183.89,1676,29.1
18.208,179.04,182.04,1830,29.1
18.218,179.52,182.52,1904,29.1
18.228,180.7,183.7,1600,29.1
18.238,181.3,184.3,1978,29.1
18.248,179.64,182.64,1675,29.1
18.258,180.87,183.87,1863,29.1
18.268,181.23,184.23,1798,29.1
18.278,180.04,183.04,1775,29.1
18.288,181.14,184.14,1691,29.1
18.298,180.83,183.83,1640,29.1
18.308,181.01,184.01,2031,29.1
18.318,181.35,184.35,1793,29.1
18.328,179.52,182.52,1877,29.1
18.338,180.58,183.58,1825,29.1
18.348,180.71,183.71,1776,29.1
18.358,179.99,182.99,1804,29.1
18.368,180.46,183.46,1708,29.1
18.378,181.02,184.02,2057,29.1
18.388,180.26,183.26,1666,29.1
18.398,180.45,183.45,1828,29.1
18.408,179.72,182.72,1658,29.2
18.418,180.59,183.59,1852,29.2
18.428,180.65,183.65,1709,29.2
18.438,180.32,183.32,1726,29.2
18.448,182.56,185.56,1685,29.2
18.458,183.41,186.41,1816,29.2
18.468,181.31,184.31,1985,29.2
18.478,182.39,185.39,1928,29.2
18.488,179.83,182.83,2078,29.2
18.498,181.41,184.41,2059,29.2
18.508,182.67,185.67,1796,29.2
18.518,181.71,184.71,1931,29.2
18.528,182.35,185.35,1715,29.2
18.538,182.11,185.11,1543,29.2
18.548,181.68,184.68,1687,29.2
18.558,183.0,186.0,1846,29.2
18.568,182.38,185.38,1631,29.2
18.578,181.6,184.6,1676,29.2
18.588,180.74,183.74,1845,29.2
18.598,182.09,185.09,1801,29.2
18.608,182.19,185.19,1700,29.2
18.618,182.95,185.95,1833,29.2
18.628,182.48,185.48,1817,29.2
18.638,182.42,185.42,1709,29.2
18.648,181.94,184.94,1732,29.2
18.658,181.47,184.47,1753,29.2
18.668,184.78,187.78,2128,29.2
18.678,182.52,185.52,1926,29.2
18.688,182.86,185.86,1633,29.2
18.698,181.35,184.35,1923,29.2
18.708,183.46,186.46,1848,29.2
18.718,183.22,186.22,1764,29.2
18.728,184.19,187.19,1924,29.2
18.738,184.02,187.02,1567,29.2
18.748,183.6,186.6,1805,29.2
18.758,183.89,186.89,1856,29.2
18.768,182.34,185.34,1827,29.2
18.778,184.02,187.02,1663,29.2
18.788,182.92,185.92,1541,29.2
18.798,185.02,188.02,1786,29.2
18.808,184.19,187.19,1924,29.2
18.818,184.39,187.39,2065,29.2
18.828,183.82,186.82,1748,29.2
18.838,184.47,187.47,2035,29.2
18.848,183.88,186.88,1871,29.2
18.858,185.09,188.09,1757,29.2
18.868,185.93,188.93,1672,29.2
18.878,185.37,188.37,1586,29.2
18.888,184.7,187.7,1608,29.2
18.898,183.2,186.2,1572,29.2
18.908,184.17,187.17,2034,29.2
18.918,184.85,187.85,1537,29.2
18.928,184.81,187.81,1835,29.2
18.938,185.62,188.62,1775,29.2
18.948,184.77,187.77,1617,29.2
18.958,185.78,188.78,1692,29.2
18.968,187.97,190.97,1597,29.2
18.978,186.42,189.42,1803,29.2
18.988,185.55,188.55,1762,29.2
18.998,186.37,189.37,1797,29.2
19.008,187.93,190.93,1740,29.2
19.018,187.07,190.07,1735,29.2
19.028,185.97,188.97,1539,29.2
19.038,185.81,188.81,1750,29.2
19.048,185.96,188.96,1872,29.2
19.058,187.78,190.78,1880,29.2
19.068,187.22,190.22,2000,29.2
19.078,186.62,189.62,1665,29.2
19.088,187.35,190.35,1900,29.2
19.098,187.06,190.06,1588,29.2
19.108,189.72,192.72,2147,29.2
19.118,186.67,189.67,1669,29.2
19.128,187.62,190.62,1929,29.2
19.138,188.71,191.71,1694,29.2
19.148,189.51,192.51,1519,29.2
19.158,188.68,191.68,1692,29.2
19.168,188.91,191.91,1872,29.2
19.178,187.63,190.63,1859,29.2
19.188,189.1,192.1,1739,29.2
19.198,190.77,193.77,1579,29.2
19.208,188.08,191.08,1613,29.2
19.218,191.03,194.03,1871,29.2
19.228,191.14,194.14,1844,29.2
19.238,188.74,191.74,1982,29.2
19.248,190.77,193.77,1451,29.2
19.258,190.12,193.12,1727,29.2
19.268,190.08,193.08,2111,29.2
19.278,190.79,193.79,2007,29.2
19.288,190.18,193.18,1881,29.2
19.298,191.67,194.67,1484,29.2
19.308,191.11,194.11,1896,29.2
19.318,191.61,194.61,1838,29.2
19.328,191.19,194.19,1839,29.2
19.338,191.91,194.91,1523,29.2
19.348,192.14,195.14,1672,29.2
19.358,191.82,194.82,1879,29.2
19.368,191.84,194.84,1627,29.2
19.378,191.72,194.72,1894,29.2
19.388,193.78,196.78,1795,29.2
19.398,191.16,194.16,1679,29.2
19.408,193.8,196.8,1842,29.2
19.418,193.87,196.87,1974,29.2
19.428,193.63,196.63,1670,29.2
19.438,194.22,197.22,1868,29.2
19.448,194.76,197.76,1867,29.2
19.458,192.67,195.67,1425,29.2
19.468,193.82,196.82,1659,29.2
19.478,194.99,197.99,1952,29.2
19.488,194.32,197.32,1754,29.2
19.498,193.94,196.94,1582,29.2
19.508,194.18,197.18,1617,29.2
19.518,195.08,198.08,1729,29.2
19.528,196.35,199.35,1643,29.2
19.538,195.93,198.93,1819,29.2
19.548,197.21,200.21,1915,29.2
19.558,196.25,199.25,1814,29.2
19.568,198.09,201.09,1755,29.2
19.578,196.31,199.31,1632,29.2
19.588,196.71,199.71,1838,29.2
19.598,198.36,201.36,1943,29.2
19.608,197.4,200.4,2156,29.2
19.618,198.3,201.3,1666,29.2
19.628,197.54,200.54,1823,29.2
19.638,199.36,202.36,1882,29.2
19.648,197.77,200.77,1583,29.2
19.658,198.11,201.11,1717,29.2
19.668,197.64,200.64,1828,29.2
19.678,199.43,202.43,1460,29.2
19.688,198.81,201.81,1802,29.2
19.698,200.55,203.55,1588,29.2
19.708,200.03,203.03,1859,29.2
19.718,200.05,203.05,1571,29.2
19.728,199.91,202.91,1637,29.2
19.738,200.23,203.23,1960,29.2
19.748,200.63,203.63,1772,29.2
19.758,201.5,204.5,1943,29.2
19.768,201.3,204.3,1715,29.2
19.778,202.97,205.97,1990,29.2
19.788,202.46,205.46,1846,29.2
19.798,201.29,204.29,1618,29.2
19.808,202.07,205.07,1776,29.2
19.818,201.07,204.07,2029,29.2
19.828,203.91,206.91,1932,29.2
19.838,201.77,204.77,2180,29.2
19.848,203.05,206.05,1761,29.2
19.858,202.57,205.57,1812,29.2
19.868,203.78,206.78,1796,29.2
19.878,203.89,206.89,1869,29.2
19.888,204.59,207.59,1925,29.2
19.898,204.46,207.46,1845,29.2
19.908,205.55,208.55,2262,29.2
19.918,205.26,208.26,1695,29.2
19.928,204.14,207.14,1680,29.2
19.938,205.87,208.87,1728,29.2
19.948,208.15,211.15,1499,29.2
19.958,205.71,208.71,1848,29.2
19.968,207.44,210.44,1854,29.2
19.978,206.27,209.27,1564,29.2
19.988,207.26,210.26,2075,29.2
19.998,208.25,211.25,1812,29.2
20.008,207.98,210.98,1994,29.3
20.018,208.56,211.56,1966,29.3
20.028,209.29,212.29,2157,29.3
20.038,209.37,212.37,1911,29.3
20.048,209.28,212.28,1625,29.3
20.058,210.57,213.57,1840,29.3
20.068,209.12,212.12,1973,29.3
20.078,210.66,213.66,1837,29.3
20.088,210.11,213.11,1744,29.3
20.098,211.77,214.77,1581,29.3
20.108,210.85,213.85,1847,29.3
20.118,212.97,215.97,1665,29.3
20.128,213.05,216.05,1836,29.3
20.138,212.53,215.53,1804,29.3
20.148,212.7,215.7,1724,29.3
20.158,213.72,216.72,2001,29.3
20.168,213.68,216.68,1817,29.3
20.178,215.4,218.4,1882,29.3
20.188,215.05,218.05,1517,29.3
20.198,213.51,216.51,1791,29.3
20.208,214.83,217.83,1883,29.3
20.218,215.47,218.47,1847,29.3
20.228,213.66,216.66,1853,29.3
20.238,216.1,219.1,1900,29.3
20.248,216.97,219.97,1887,29.3
20.258,214.05,217.05,1934,29.3
20.268,217.62,220.62,1797,29.3
20.278,216.07,219.07,1673,29.3
20.288,216.88,219.88,1769,29.3
20.298,218.11,221.11,1815,29.3
20.308,218.73,221.73,1764,29.3
20.318,219.94,222.94,1885,29.3
20.328,219.74,222.74,1795,29.3
20.338,219.9,222.9,2018,29.3
20.348,220.74,223.74,1612,29.3
20.358,220.95,223.95,1655,29.3
20.368,221.99,224.99,1669,29.3
20.378,221.13,224.13,1683,29.3
20.388,222.8,225.8,1689,29.3
20.398,221.14,224.14,1888,29.3
20.409,224.56,227.56,1826,29.3
20.419,222.93,225.93,1725,29.3
20.429,223.97,226.97,1546,29.3
20.439,223.53,226.53,1790,29.3
20.449,225.16,228.16,1575,29.3
20.459,225.11,228.11,1964,29.3
20.469,225.45,228.45,1500,29.3
20.479,225.28,228.28,1659,29.3
20.489,225.85,228.85,2097,29.3
20.499,227.35,230.35,1589,29.3
20.509,227.53,230.53,1923,29.3
20.519,227.47,230.47,1941,29.3
20.529,228.04,231.04,1792,29.3
20.539,227.37,230.37,1875,29.3
20.549,229.88,232.88,1773,29.3
20.559,228.86,231.86,1733,29.3
20.569,231.52,234.52,1699,29.3
20.579,230.88,233.88,1900,29.3
20.589,230.8,233.8,1982,29.3
20.599,232.36,235.36,1859,29.3
20.609,233.05,236.05,1740,29.3
20.619,233.62,236.62,2005,29.3
20.629,233.08,236.08,1871,29.3
20.639,235.06,238.06,1874,29.3
20.649,234.58,237.58,1828,29.3
20.659,234.5,237.5,1525,29.3
20.669,234.83,237.83,1942,29.3
20.679,235.19,238.19,2019,29.3
20.689,235.94,238.94,1844,29.3
20.699,237.06,240.06,2036,29.3
20.709,237.08,240.08,1925,29.3
20.719,238.11,241.11,1441,29.3
20.729,238.6,241.6,1899,29.3
20.739,237.36,240.36,1777,29.3
20.749,240.67,243.67,1737,29.3
20.759,240.16,243.16,1897,29.3
20.769,242.05,245.05,1987,29.3
20.779,240.73,243.73,2079,29.3
20.789,242.6,245.6,1926,29.3
20.799,242.01,245.01,1966,29.3
20.809,242.69,245.69,1760,29.3
20.819,243.5,246.5,1997,29.3
20.829,243.65,246.65,1986,29.3
20.839,244.15,247.15,1971,29.3
20.849,244.63,247.63,1970,29.3
20.859,246.08,249.08,1707,29.3
20.869,247.58,250.58,1556,29.3
20.879,246.18,249.18,1554,29.3
20.889,249.02,252.02,1691,29.3
20.899,248.95,251.95,1804,29.3
20.909,248.43,251.43,1803,29.3
20.919,249.59,252.59,1566,29.3
20.929,250.48,253.48,1894,29.3
20.939,250.71,253.71,1605,29.3
20.949,251.37,254.37,1803,29.3
20.959,253.01,256.01,1733,29.3
20.969,252.46,255.46,1824,29.3
20.979,253.17,256.17,1783,29.3
20.989,254.23,257.23,1652,29.3
20.999,254.39,257.39,1549,29.3
21.009,255.03,258.03,1687,29.3
21.019,255.12,258.12,1983,29.3
21.029,257.07,260.07,1796,29.3
21.039,257.77,260.77,1775,29.3
21.049,257.99,260.99,1690,29.3
21.059,258.17,261.17,1956,29.3
21.069,260.38,263.38,1898,29.3
21.079,259.88,262.88,2011,29.3
21.089,261.0,264.0,1960,29.3
21.099,260.89,263.89,2021,29.3
21.109,261.8,264.8,1719,29.3
21.119,262.98,265.98,1831,29.3
21.129,263.19,266.19,1791,29.3
21.139,264.42,267.42,1761,29.3
21.149,264.42,267.42,1770,29.3
21.159,265.02,268.02,2027,29.3
21.169,266.83,269.83,1936,29.3
21.179,266.53,269.53,1736,29.3
21.189,268.49,271.49,1685,29.3
21.199,268.32,271.32,2104,29.3
21.209,270.07,273.07,1755,29.3
21.219,269.22,272.22,1722,29.3
21.229,269.86,272.86,1808,29.3
21.239,271.5,274.5,1674,29.3
21.249,273.06,276.06,1465,29.3
21.259,272.78,275.78,1820,29.3
21.269,275.53,278.53,1645,29.3
21.279,276.73,279.73,1710,29.3
21.289,275.38,278.38,2002,29.3
21.299,277.09,280.09,1898,29.3
21.309,275.49,278.49,1733,29.3
21.319,275.23,278.23,2122,29.3
21.329,275.39,278.39,1654,29.3
21.339,273.83,276.83,1810,29.3
21.349,273.82,276.82,2015,29.3
21.359,273.52,276.52,1726,29.3
21.369,270.64,273.64,1844,29.3
21.379,273.02,276.02,1916,29.3
21.389,270.98,273.98,1836,29.3
21.399,269.75,272.75,1549,29.3
21.409,269.61,272.61,1720,29.3
21.419,269.17,272.17,1679,29.3
21.429,268.29,271.29,1612,29.3
21.439,267.5,270.5,2056,29.3
21.449,267.27,270.27,1656,29.3
21.459,267.17,270.17,1547,29.3
21.469,265.73,268.73,1755,29.3
21.479,265.76,268.76,2002,29.3
21.489,265.66,268.66,2169,29.3
21.499,264.09,267.09,1728,29.3
21.509,263.6,266.6,1829,29.3
21.519,262.28,265.28,1634,29.3
21.529,261.77,264.77,1924,29.3
21.539,262.68,265.68,1526,29.3
21.549,261.31,264.31,1572,29.3
21.559,262.33,265.33,1935,29.3
21.569,261.95,264.95,1908,29.3
21.579,259.83,262.83,1813,29.3
21.589,259.87,262.87,2061,29.3
21.599,260.45,263.45,1751,29.3
21.609,259.87,262.87,1823,29.4
21.619,257.99,260.99,1766,29.4
21.629,258.87,261.87,1652,29.4
21.639,256.79,259.79,2007,29.4
21.649,257.28,260.28,1578,29.4
21.659,257.41,260.41,1807,29.4
21.669,255.98,258.98,1839,29.4
21.679,254.78,257.78,1571,29.4
21.689,254.43,257.43,1740,29.4
21.699,253.51,256.51,1701,29.4
21.709,255.12,258.12,1732,29.4
21.719,253.24,256.24,1750,29.4
21.729,253.21,256.21,1950,29.4
21.739,254.55,257.55,1676,29.4
21.749,252.08,255.08,2107,29.4
21.759,251.39,254.39,1954,29.4
21.769,252.62,255.62,2051,29.4
21.779,250.66,253.66,1490,29.4
21.789,250.4,253.4,1662,29.4
21.799,250.69,253.69,1937,29.4
21.809,250.52,253.52,1791,29.4
21.819,248.47,251.47,1902,29.4
21.829,248.66,251.66,1598,29.4
21.839,248.15,251.15,1497,29.4
21.849,247.97,250.97,1754,29.4
21.859,246.01,249.01,1426,29.4
21.869,249.32,252.32,2082,29.4
21.879,247.89,250.89,1810,29.4
21.889,247.39,250.39,1672,29.4
21.899,245.19,248.19,1807,29.4
21.909,245.17,248.17,1912,29.4
21.919,245.01,248.01,1897,29.4
21.929,245.94,248.94,1813,29.4
21.939,244.95,247.95,1876,29.4
21.949,244.0,247.0,1803,29.4
21.959,244.39,247.39,1675,29.4
21.969,244.06,247.06,1688,29.4
21.979,242.33,245.33,1968,29.4
21.989,242.13,245.13,1460,29.4
21.999,243.71,246.71,1740,29.4
22.009,242.3,245.3,1790,29.4
22.019,241.6,244.6,1668,29.4
22.029,240.57,243.57,1782,29.4
